ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue[0],EffectMiscValue[1],EffectRadiusIndex[0],EffectRadiusIndex[1],EffectSpellClassMask[0],EffectSpellClassMask[1],EffectSpellClassMask[2],EffectSpellClassMask[3],ImplicitTarget[0],ImplicitTarget[1],SpellID
695412,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18626
695413,0,1,64,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18627,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18626
695414,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18627
695415,0,1,64,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18628,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18627
695416,0,0,24,0,0,0,0,0,0,1,0,1,14529,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18629
695417,0,0,6,0,0,108,0,-13,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,176162304,0,0,0,1,0,20104
695418,0,0,6,0,0,42,0,-1,1,1,0,1,0,0,0,0,0,17798,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17796
695419,0,0,28,-2,0,0,0,0,1,1,0,1,0,0,0,6.094,0,0,0,1,0,0,0,1,11197,61,0,0,0,0,0,0,17,0,17477
695420,0,0,28,-2,0,0,0,0,1,1,0,1,0,0,0,3.34,0,0,0,1,0,0,0,1,11197,61,0,0,0,0,0,0,17,0,17478
695421,0,0,28,-2,0,0,0,0,1,1,0,1,0,0,0,2.87,0,0,0,1,0,0,0,1,11197,61,0,0,0,0,0,0,17,0,17479
695422,0,0,24,0,0,0,0,0,0,1,0,1,14530,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18630
695423,0,0,6,0,0,180,0,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,21010
695424,0,0,2,0,0,0,0,9999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18390
695425,0,0,6,0,0,31,0,199,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18391
695426,0,0,2,0,0,0,0,1699,1,1,0,601,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,53,16,18392
695427,0,0,6,0,0,36,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,0,0,0,1,0,18309
695428,0,0,9,1,0,0,0,34,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18817
695429,0,0,6,0,0,108,0,-4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,176162304,0,0,0,1,0,20101
695430,0,0,6,0,0,108,0,-7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,176162304,0,0,0,1,0,20102
695431,0,0,6,0,0,108,0,-10,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,176162304,0,0,0,1,0,20103
695432,0,0,6,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17691
695433,0,0,6,0,0,108,0,-16,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,176162304,0,0,0,1,0,20105
695435,0,0,94,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18976
695436,0,0,6,0,0,133,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18735
695437,0,0,6,0,0,22,0,29,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,23992
695438,0,0,2,0,0,0,0,23,0.107,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,19251
695439,0,1,6,0,0,13,0,-8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,19251
695440,0,0,6,0,0,22,0,-121,0,1,0,1,0,0,0,0,-120,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,20656
695441,0,1,6,0,0,41,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,6,0,20656
695442,0,2,6,0,0,41,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,6,0,20656
695443,0,0,10,0,0,0,0,262,0.396,1,0,63,0,0,0,0,3.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19236
695444,0,0,2,0,0,0,0,559,1,1,0,481,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,19237
695445,0,0,10,0,0,0,0,446,0.429,1,0,97,0,0,0,0,4.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19238
695446,0,0,6,0,0,29,0,-2,0,1,0,1,0,0,0,0,-1.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18545
695447,0,1,6,0,0,29,0,-2,0,1,0,1,0,0,0,0,-1.25,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,18545
695448,0,0,6,0,0,132,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18552
695449,0,0,2,0,0,0,0,1499,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,46,16,17616
695450,0,0,10,0,0,0,0,587,0.429,1,0,121,0,0,0,0,5.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19240
695451,0,0,28,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11296,61,9,0,0,0,0,0,47,0,17694
695452,0,0,28,1000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11325,41,0,0,0,0,0,0,32,0,17707
695453,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19084,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19204
695454,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,18666
695455,0,0,6,0,0,13,0,28,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18010
695456,0,0,24,0,0,0,0,0,0,1,0,1,14141,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18416
695457,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18436,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18509
695458,0,0,6,0,0,13,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18011
695459,0,0,6,0,0,13,0,30,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18012
695460,0,0,6,0,0,135,0,45,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18033
695461,0,0,6,0,0,135,0,47,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18034
695462,0,0,6,0,0,107,0,-5501,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,536870912,0,0,0,1,0,18708
695463,0,1,6,0,0,108,0,-51,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,536870912,0,0,0,1,0,18708
695464,0,0,61,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5991,0,0,0,0,0,0,0,1,0,18974
695465,0,0,6,0,0,135,0,63,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18040
695466,0,0,6,0,0,133,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18738
695468,0,0,6,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,18362
695469,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18573
695470,0,1,64,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18574,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18573
695471,0,0,6,0,0,42,0,0,1,1,0,0,0,0,0,0,0,19410,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19407
695472,0,0,2,0,0,0,0,2774,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,0,0,0,0,0,22,15,18432
695473,0,1,98,0,0,0,0,149,1,1,0,26,0,0,0,0,0,0,0,1,0,0,0,1,125,0,21,0,0,0,0,0,22,15,18432
695474,0,0,24,0,0,0,0,0,0,1,0,1,14142,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18413
695475,0,0,28,-2,0,0,0,0,1,1,0,1,0,0,0,2.287,0,0,0,1,0,0,0,1,11197,61,0,0,0,0,0,0,17,0,17480
695476,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17563,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17592
695477,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17564,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17593
695478,0,0,6,0,0,135,0,58,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18038
695479,0,0,6,0,0,3,1000,125,0.167,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,19304
695481,0,0,6,0,0,107,0,-2001,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,536870912,0,0,0,1,0,18709
695482,0,1,6,0,0,108,0,-21,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,536870912,0,0,0,1,0,18709
695483,0,0,6,0,0,3,1000,155,0.167,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,19305
695484,0,0,76,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,177564,0,0,0,0,0,0,0,18,0,19031
695485,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18592
695486,0,1,64,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18593,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18592
695487,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18593
695488,0,1,64,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18594,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18593
695489,0,0,58,1,0,0,0,74,1,1,3,1,0,0,0,0,3.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18651
695490,0,0,58,0,0,0,0,14,1,1,3,1,0,0,0,0,1.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,17685
695491,0,0,6,0,0,3,1000,499,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,18,16,17686
695492,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17686
695493,0,0,6,0,0,42,0,0,0,1,0,1,0,0,0,0,0,17686,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17688
695494,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17638,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17645
695495,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11262,64,0,0,0,0,0,0,18,0,17646
695496,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,17648
695497,0,0,6,0,0,22,0,1999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,17540
695498,0,0,6,0,0,69,0,1949,0,1,0,1301,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17544
695499,0,0,6,0,0,13,0,53,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18028
695500,0,0,6,0,0,135,0,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18031
695501,0,0,6,0,0,79,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,19384
695502,0,0,6,0,0,107,0,-801,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,2,0,0,0,1,0,17811
695503,0,0,6,0,0,107,0,-2001,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,2,0,0,0,1,0,17814
695504,0,0,6,0,0,108,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,65536,0,0,1,0,17815
695505,0,0,24,0,0,0,0,0,1,1,0,1,15885,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19720
695506,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22,38,19721
695507,0,0,252,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,17,17609
695508,0,1,77,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,17609
695509,0,0,252,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,17,17610
695510,0,1,77,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,17610
695511,0,0,24,0,0,0,0,0,0,1,0,1,14140,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18452
695512,0,0,24,0,0,0,0,0,0,1,0,1,14112,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18453
695513,0,0,24,0,0,0,0,0,0,1,0,1,14146,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18454
695514,0,0,24,0,0,0,0,0,0,1,0,1,14156,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18455
695515,0,0,6,0,0,132,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18740
695516,0,0,2,0,0,0,0,44,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18398
695517,0,0,6,0,0,3,5000,29,0.1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,24,0,20667
695518,0,1,2,0,0,0,0,59,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,24,0,20667
695519,0,2,6,0,0,22,0,-161,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,0,0,0,0,0,24,0,20667
695520,0,0,6,0,0,8,3000,1999,0.25,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20701
695521,0,0,27,0,0,3,2000,759,1,1,0,81,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,0,0,0,0,0,18,16,20687
695522,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,18788
695523,0,0,27,0,0,3,2000,924,0,1,0,151,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,13,0,0,0,0,28,0,19717
695525,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18448,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18521
695526,0,0,6,0,0,23,300000,0,0,1,0,1,0,0,0,0,0,18269,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18377
695527,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17816
695528,0,0,6,0,0,29,0,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17537
695529,0,1,6,0,0,29,0,17,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,17537
695530,0,0,6,0,0,107,0,-6,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,4194304,0,0,0,1,0,18310
695531,0,0,6,0,0,42,0,-1,0,1,0,1,0,0,0,0,0,19270,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19275
695532,0,0,6,0,0,23,199000,0,1,1,0,1,0,0,0,0,0,17694,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,18347
695533,0,0,6,0,0,13,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,17539
695534,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18594
695535,0,1,64,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18595,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18594
695536,0,0,6,0,0,108,0,9,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,33554432,0,0,0,1,0,18705
695537,0,0,6,0,0,108,0,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,33554432,0,0,0,1,0,18706
695538,0,0,6,0,0,108,0,29,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,33554432,0,0,0,1,0,18707
695539,0,0,6,0,0,42,0,0,1,1,0,0,0,0,0,0,0,19229,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,19233
695540,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18595
695541,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18597
695542,0,1,64,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18598,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18597
695543,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18598
695544,0,1,64,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18599,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18598
695545,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18455,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18529
695546,0,0,6,0,0,107,0,-101,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,1053824,0,0,0,1,0,18530
695547,0,0,61,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6206,0,0,0,0,0,0,0,0,0,19719
695548,0,1,16,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,28,0,0,0,0,0,0,0,1,0,19719
695549,0,2,16,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,29,0,0,0,0,0,0,0,1,0,19719
695550,0,0,6,0,0,133,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18737
695551,0,0,6,0,0,107,0,-401,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,1053824,0,0,0,1,0,18534
695552,0,0,6,0,0,13,0,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,17987
695553,0,0,6,0,0,13,0,23,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,17988
695554,0,0,6,0,0,13,0,26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,17990
695555,0,0,6,0,0,107,0,-21,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,2048,64,0,0,1,0,16935
695556,0,1,6,0,0,107,0,-3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,4096,1024,1024,0,1,0,16935
695557,0,0,6,0,0,108,0,-2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,0,0,0,1,0,17904
695558,0,0,6,0,0,13,0,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17898
695559,0,0,6,0,0,79,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,17209
695560,0,1,6,0,0,142,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,17209
695561,0,2,6,0,0,133,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17209
695562,0,0,6,0,0,108,0,-2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,0,0,0,1,0,17915
695563,0,0,6,0,0,3,3000,39,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,18949
695564,0,0,6,0,0,19,0,99999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18950
695565,0,1,6,0,0,17,0,99999,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18950
695566,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18951
695567,0,0,326,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,18952
695568,0,0,6,0,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18953
695569,0,1,6,0,0,23,300000,0,1,1,0,0,0,0,0,0,0,18954,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18953
695570,0,0,6,0,0,107,0,-11,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,4194304,0,0,0,1,0,18311
695571,0,0,6,0,0,22,0,139,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18190
695572,0,0,6,0,0,14,0,24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,6,0,19397
695573,0,0,6,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4778,0,0,0,0,0,0,0,1,0,17460
695574,0,1,6,0,0,32,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17460
695575,0,0,6,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4780,0,0,0,0,0,0,0,1,0,17461
695576,0,1,6,0,0,32,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17461
695577,0,0,6,0,0,79,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,19385
695578,0,0,6,0,0,13,0,33,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18014
695579,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,18394
695580,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18452,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18526
695581,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18453,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18527
695582,0,0,6,0,0,22,0,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,18689
695583,0,0,2,0,0,0,0,1274,1,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,17,16,18599
695584,0,1,64,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18600,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18599
695585,0,0,6,0,0,108,0,-2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,0,0,0,1,0,17916
695586,0,0,6,0,0,13,0,-2,0,1,0,1,0,0,0,0,-0.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,18267
695587,0,0,6,0,0,108,0,-2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,0,0,0,1,0,17912
695588,0,0,6,0,0,108,0,-3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,997,196672,131072,0,1,0,17779
695589,0,0,6,0,0,79,0,-21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,1,0,17650
695590,0,0,6,0,0,13,0,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,18013
695591,0,0,6,0,0,107,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,139993232,558082,65536,1024,1,0,18547
695592,0,1,6,0,0,108,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5775504,565250,65536,1024,1,0,18547
695593,0,2,6,0,0,108,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,22,0,0,0,10518528,8192,0,268435456,1,0,18547
695594,0,0,6,0,0,107,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,139993232,558082,65536,1024,1,0,18548
695595,0,1,6,0,0,108,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5775504,565250,65536,1024,1,0,18548
695596,0,2,6,0,0,108,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,22,0,0,0,10518528,8192,0,268435456,1,0,18548
