ID,DifficultyID,Category,DefenseType,DispelType,Mechanic,PreventionType,StartRecoveryCategory,ChargeCategory,SpellID
74860,0,0,1,0,0,1,133,0,17850
74861,0,37,1,0,0,1,133,0,13874
74862,0,0,1,0,0,1,133,0,16314
74863,0,0,1,1,0,0,0,0,17332
74864,0,0,1,0,0,1,0,0,15297
74865,0,0,1,0,0,1,0,0,16696
74866,0,82,2,0,0,2,133,0,16697
74867,0,0,0,1,0,1,0,0,16843
74868,0,0,0,1,0,0,0,0,16470
74869,0,0,2,0,0,2,133,0,14873
74871,0,0,0,0,21,0,0,0,17462
74872,0,0,1,0,0,1,0,0,15785
74873,0,0,0,0,0,0,133,0,15867
74874,0,0,1,1,12,1,0,0,16803
74875,0,0,1,1,0,0,0,0,16898
74876,0,0,1,0,0,1,0,0,16681
74877,0,0,1,0,0,1,0,0,16682
74878,0,0,1,0,0,1,0,0,16683
74879,0,0,0,1,0,0,0,0,16885
74880,0,0,1,1,0,1,0,0,16886
74881,0,0,1,0,0,1,0,0,16678
74882,0,41,2,0,0,2,0,0,7938
74883,0,0,3,0,0,2,0,0,16772
74884,0,0,1,0,0,1,0,0,15755
74885,0,0,1,0,0,1,0,0,15789
74886,0,0,1,0,0,1,133,0,17435
74887,0,0,1,1,0,0,0,0,16601
74888,0,0,1,0,0,1,0,0,16673
74889,0,0,1,0,0,1,0,0,16674
74890,0,0,1,0,0,1,0,0,16675
74891,0,0,1,0,0,1,0,0,16676
74892,0,0,1,0,0,1,0,0,16677
74893,0,0,1,2,0,1,0,0,15802
74894,0,85,2,0,0,2,0,0,18819
74895,0,0,0,1,0,0,0,0,15709
74896,0,41,2,0,0,2,0,0,16495
74897,0,0,1,1,0,0,0,0,15599
74898,0,0,1,0,0,1,133,0,15040
74899,0,0,1,1,0,0,0,0,17331
74900,0,0,1,1,0,0,0,0,17333
74901,0,0,1,0,0,1,0,0,16694
74902,0,0,0,0,0,0,133,0,16592
74903,0,0,1,1,0,0,0,0,16593
74904,0,0,1,0,0,1,133,0,15241
74905,0,0,1,0,0,1,133,0,17728
74906,0,0,1,1,0,1,0,0,17798
74908,0,0,0,0,0,1,133,0,15735
74909,0,0,1,1,0,0,0,0,18787
74910,0,0,1,0,0,2,0,0,18790
74911,0,0,0,0,0,1,0,0,15792
74913,0,0,1,0,0,1,133,0,16316
74914,0,0,1,0,0,0,0,0,16352
74915,0,0,3,0,0,2,0,0,16100
74916,0,0,1,0,0,1,133,0,16101
74917,0,0,2,3,0,0,0,0,16449
74919,0,33,0,1,12,0,0,0,16104
74920,0,0,0,1,0,0,0,0,16236
74921,0,0,0,1,0,0,0,0,16237
74923,0,0,1,1,0,1,133,0,16323
74924,0,0,1,1,0,1,0,0,16188
74925,0,0,0,0,0,2,0,0,16594
74926,0,0,1,1,0,0,0,0,16595
74927,0,0,1,1,0,1,133,0,16329
74928,0,0,0,0,0,1,0,0,16381
74929,0,0,0,0,21,0,0,0,16083
74930,0,0,0,4,0,0,0,0,16573
74931,0,591,1,0,0,1,133,0,16190
74932,0,0,1,1,0,1,0,0,15732
74933,0,85,1,0,0,1,133,0,15305
74934,0,0,1,1,0,1,0,0,15453
74935,0,0,1,2,0,1,0,0,16429
74936,0,0,1,3,0,1,0,0,16432
74937,0,0,1,1,0,0,0,0,18186
74938,0,0,1,0,0,1,133,0,16788
74939,0,21,0,0,0,0,0,0,16789
74940,0,0,0,0,12,0,0,0,16790
74941,0,0,1,0,0,1,0,0,15982
74942,0,0,1,0,0,1,133,0,16341
74943,0,0,0,1,0,0,0,0,16883
74944,0,0,0,0,0,0,133,0,16627
74945,0,0,1,1,0,0,0,0,16591
74946,0,21,0,0,0,0,0,0,16792
74947,0,0,1,0,0,0,0,0,15592
74948,0,32,1,0,12,1,0,0,15593
74949,0,0,1,0,0,1,133,0,16570
74950,0,0,1,0,0,1,0,0,15285
74951,0,0,1,1,0,1,133,0,17139
74952,0,0,1,0,0,0,133,0,16410
74953,0,0,0,0,0,1,0,0,16134
74954,0,0,1,4,0,0,0,0,16400
74955,0,0,2,0,0,2,133,0,15692
74956,0,0,1,0,0,0,0,0,16353
74957,0,19,1,0,0,1,133,0,15306
74958,0,0,3,0,0,2,0,0,16572
74959,0,0,1,0,0,1,133,0,15665
74960,0,0,0,0,21,0,0,0,15779
74961,0,0,0,0,21,0,0,0,15781
74962,0,0,2,0,15,2,0,0,16509
74963,0,0,1,0,0,1,0,0,16684
74964,0,0,1,1,0,1,0,0,17150
74965,0,0,1,1,0,1,133,0,17151
74966,0,0,1,0,0,1,133,0,16356
74967,0,0,1,0,0,1,0,0,16359
74968,0,0,1,0,0,1,133,0,15971
74969,0,0,1,1,12,1,0,0,7964
74970,0,49,0,0,0,0,0,0,16141
74971,0,0,1,0,0,0,0,0,16408
74972,0,0,0,0,21,0,0,0,16060
74973,0,0,1,0,0,1,133,0,16362
74974,0,35,1,0,0,1,133,0,15787
74975,0,250,1,0,14,1,133,0,15744
74976,0,56,1,0,0,1,133,0,17233
74977,0,250,1,0,14,1,133,0,16046
74978,0,0,1,0,0,1,0,0,15980
74979,0,0,1,0,0,1,0,0,15736
74980,0,36,1,2,0,1,0,0,16098
74981,0,50,1,0,0,1,0,0,16099
74982,0,43,1,0,0,1,0,0,16171
74983,0,52,2,0,0,2,0,0,16172
74984,0,0,1,0,0,1,133,0,15407
74985,0,0,1,0,0,0,0,0,16368
74986,0,0,0,0,0,1,0,0,16135
74987,0,0,1,0,0,1,133,0,16342
74988,0,0,1,0,0,1,0,0,16679
74989,0,0,1,2,0,1,133,0,16231
74990,0,0,0,1,0,0,0,0,16326
74991,0,0,1,1,0,1,133,0,16327
74992,0,0,1,0,0,1,0,0,16590
74993,0,0,0,0,12,0,0,0,15847
74994,0,0,2,0,0,2,0,0,16145
74995,0,0,0,3,0,0,0,0,16143
74996,0,19,1,0,0,1,0,0,16144
74997,0,23,1,0,0,1,0,0,15869
74998,0,51,0,1,11,2,133,0,16050
74999,0,0,1,0,1,1,133,0,16053
75000,0,0,1,0,0,1,0,0,16102
75001,0,0,1,1,0,1,133,0,16873
75002,0,0,1,1,10,1,133,0,16798
75003,0,0,3,0,0,2,0,0,16000
75004,0,0,1,3,0,1,0,0,15848
75005,0,0,0,0,21,0,0,0,16059
75006,0,431,1,0,0,1,133,0,15430
75007,0,0,1,0,0,0,0,0,16415
75008,0,0,0,0,21,0,0,0,16080
75009,0,0,0,0,21,0,0,0,16081
75010,0,1,0,0,0,0,0,0,16349
75011,0,19,2,0,0,2,133,0,17261
75012,0,109,2,0,3,0,0,0,15752
75013,0,0,0,0,12,0,0,0,15753
75014,0,0,2,0,0,2,0,0,15754
75015,0,0,1,0,0,1,133,0,20218
75016,0,0,0,0,21,0,0,0,16082
75017,0,98,1,1,12,1,0,0,16350
75019,0,531,1,1,0,1,133,0,16813
75020,0,0,2,0,0,2,133,0,16832
75021,0,0,3,0,0,2,0,0,15607
75022,0,0,1,1,0,0,0,0,16927
75023,0,0,1,0,0,0,0,0,16928
75024,0,18,1,4,0,1,0,0,16552
75025,0,0,1,0,12,1,0,0,17011
75026,0,0,1,0,0,1,0,0,17162
75027,0,0,2,0,0,2,0,0,16553
75028,0,19,2,0,0,2,133,0,17258
75029,0,84,1,0,0,1,133,0,17751
75030,0,0,1,1,0,1,133,0,17008
75031,0,0,1,0,0,1,0,0,16752
75032,0,0,1,0,0,1,0,0,16753
75033,0,310,0,0,0,0,0,0,17187
75035,0,40,2,0,0,2,0,0,17143
75036,0,0,1,0,0,0,133,0,17144
75037,0,30,1,0,0,0,0,0,17712
75038,0,531,1,1,0,1,133,0,16812
75039,0,11,0,0,0,0,0,0,18229
75040,0,84,1,0,0,1,133,0,17750
75041,0,0,2,0,0,2,133,0,17347
75042,0,0,3,0,0,2,0,0,17353
75043,0,0,1,0,0,1,0,0,16750
75044,0,0,1,1,0,1,133,0,16878
75045,0,0,2,0,0,2,133,0,16827
75046,0,0,1,0,0,0,0,0,16783
75047,0,0,1,0,0,1,0,0,16754
75048,0,0,1,0,0,1,0,0,16749
75049,0,0,1,0,0,1,133,0,17232
75050,0,0,1,3,0,0,0,0,18289
75051,0,310,0,0,0,0,0,0,17559
75052,0,0,1,0,0,1,0,0,17188
75053,0,0,1,2,17,1,0,0,17738
75054,0,290,1,0,0,1,133,0,17274
75055,0,0,0,4,0,0,0,0,16554
75056,0,0,0,1,0,0,0,0,16555
75057,0,310,0,0,0,0,0,0,17560
75058,0,310,0,0,0,0,0,0,17561
75059,0,0,1,0,0,0,0,0,16908
75060,0,0,1,0,0,0,0,0,18199
75061,0,0,2,0,15,0,0,0,18200
75062,0,0,1,0,0,0,0,0,18187
75063,0,0,2,0,0,0,0,0,16549
75064,0,0,1,0,0,1,0,0,17475
75065,0,0,1,0,0,1,0,0,17476
75066,0,2,1,0,0,1,0,0,17157
75067,0,250,1,0,14,1,133,0,17277
75068,0,0,1,0,0,1,133,0,17767
75070,0,651,1,0,0,1,133,0,18869
75071,0,0,1,2,0,1,0,0,16071
75073,0,451,1,1,0,1,133,0,17140
75074,0,0,1,0,0,0,0,0,16782
75075,0,0,1,2,0,1,133,0,18266
75076,0,0,0,1,0,0,0,0,17175
75077,0,0,1,0,0,1,0,0,16755
75078,0,0,3,0,0,2,0,0,16756
75079,0,0,1,0,0,1,133,0,17012
75081,0,651,1,0,0,1,133,0,18870
75082,0,0,1,0,0,1,0,0,16687
75083,0,0,0,0,12,0,0,0,16497
75084,0,0,1,1,0,1,0,0,16498
75085,0,0,0,2,0,0,0,0,16499
75086,0,0,1,0,0,1,0,0,18184
75087,0,0,1,3,0,1,0,0,18150
75088,0,30,0,0,0,0,0,0,16666
75089,0,11,0,0,0,0,0,0,28616
75090,0,18,1,4,0,1,0,0,15475
75091,0,36,0,0,0,0,0,0,16146
75092,0,0,1,0,0,0,0,0,16409
75093,0,2182,0,0,0,2,0,0,16979
75094,0,0,1,1,0,1,133,0,17173
75095,0,0,1,0,0,1,0,0,16686
75096,0,32,1,0,12,1,0,0,16727
75097,0,0,0,0,0,2,0,0,16418
75098,0,49,0,0,0,0,0,0,16424
75099,0,0,1,4,0,1,0,0,16427
75100,0,0,1,0,0,1,0,0,17234
75101,0,0,1,1,0,0,133,0,18264
75102,0,0,1,1,0,1,0,0,17794
75103,0,0,1,0,0,0,0,0,17739
75104,0,310,0,0,0,0,0,0,17562
75105,0,310,0,0,0,0,0,0,17563
75106,0,0,1,0,0,0,0,0,18083
75107,0,0,1,0,0,1,133,0,17164
75108,0,55,1,1,0,1,0,0,16322
75109,0,0,0,1,0,0,0,0,16325
75110,0,0,3,0,0,2,0,0,16496
75111,0,0,1,3,0,1,133,0,17745
75112,0,0,1,0,0,1,0,0,17018
75113,0,0,1,0,0,0,0,0,17283
75114,0,451,1,1,0,1,133,0,17142
75115,0,0,1,0,0,1,0,0,15597
75116,0,0,1,2,0,1,133,0,15286
75118,0,0,0,1,0,0,0,0,16337
75119,0,1133,1,1,0,1,133,0,17390
75120,0,0,1,0,0,1,0,0,17030
75121,0,0,1,0,0,1,0,0,17031
75122,0,0,1,0,0,1,0,0,17032
75123,0,0,1,0,0,1,0,0,17033
75124,0,0,1,1,0,1,0,0,16166
75125,0,0,1,1,0,1,133,0,15981
75126,0,50,1,0,0,1,0,0,16340
75127,0,0,1,0,12,1,0,0,16869
75128,0,0,1,2,0,0,0,0,16871
75129,0,0,1,0,0,1,133,0,16633
75130,0,93,0,0,0,0,0,0,17244
75131,0,0,1,0,0,1,0,0,17020
75132,0,0,2,0,0,2,133,0,16829
75133,0,0,1,0,0,1,133,0,17853
75134,0,0,3,0,0,2,0,0,16767
75135,0,0,2,0,0,2,133,0,16856
75136,0,0,1,0,0,1,0,0,17021
75138,0,50,1,0,0,1,133,0,16390
75139,0,0,0,0,0,0,133,0,16457
75140,0,0,1,0,0,1,133,0,16472
75143,0,451,1,1,0,1,133,0,17141
75144,0,0,1,4,0,0,0,0,17183
75145,0,0,0,0,21,0,0,0,16084
75146,0,50,1,0,0,1,133,0,16396
75147,0,591,1,0,0,1,133,0,17359
75148,0,1133,1,1,0,1,133,0,17392
75149,0,0,1,0,0,1,133,0,17393
75150,0,0,2,0,0,0,0,0,17014
75151,0,0,1,1,0,0,0,0,17729
75152,0,36,0,1,0,0,0,0,15876
75153,0,0,1,0,0,1,133,0,16387
75154,0,0,1,0,0,1,0,0,16388
75155,0,0,0,3,0,0,0,0,16461
75156,0,11,1,4,0,1,0,0,15852
75157,0,19,1,0,12,1,0,0,17276
75158,0,4,1,0,0,0,0,0,16890
75159,0,99,1,1,0,0,0,0,16892
75160,0,0,1,0,0,1,0,0,16688
75161,0,0,0,1,0,0,0,0,17205
75162,0,591,1,0,0,1,133,0,17354
75163,0,0,1,0,0,1,0,0,16583
75164,0,0,1,0,12,0,0,0,16922
75165,0,18,1,3,0,1,0,0,18149
75166,0,18,1,4,0,1,0,0,17158
75167,0,0,3,0,0,2,0,0,15860
75168,0,0,2,1,0,2,133,0,17281
75169,0,85,2,0,0,2,0,0,16169
75170,0,0,1,0,0,1,133,0,16588
75171,0,36,1,0,12,0,0,0,15878
75172,0,0,3,0,0,2,0,0,16768
75173,0,250,1,0,14,1,133,0,17145
75174,0,0,1,0,0,1,133,0,16339
75175,0,0,0,0,0,0,133,0,17288
75176,0,0,1,0,0,1,0,0,17289
75177,0,0,1,0,0,1,133,0,17203
75178,0,0,0,0,12,0,0,0,16075
75179,0,2,1,0,0,0,0,0,16243
75180,0,0,1,0,0,1,133,0,16250
75181,0,0,3,0,0,2,0,0,16776
75182,0,0,0,4,0,0,0,0,16460
75183,0,0,1,3,0,0,0,0,16448
75185,0,0,0,0,21,0,0,0,16055
75186,0,11,0,0,0,0,0,0,18230
75187,0,19,1,0,0,1,133,0,17147
75188,0,0,0,0,21,0,0,0,16056
75189,0,34,1,0,7,1,0,0,16469
75190,0,0,1,1,0,1,133,0,16874
75191,0,0,1,1,0,1,133,0,16875
75192,0,0,1,1,0,1,133,0,16876
75193,0,0,1,1,0,0,133,0,16402
75194,0,0,2,0,15,0,0,0,16403
75195,0,0,1,0,0,1,0,0,17028
75196,0,19,1,0,0,1,133,0,17287
75197,0,0,1,0,0,0,0,0,16589
75198,0,0,1,0,0,1,0,0,16759
75199,0,0,1,0,0,1,0,0,16760
75200,0,0,1,0,0,1,0,0,16761
75201,0,0,1,0,0,1,0,0,17036
75202,0,0,1,0,0,1,0,0,17037
75203,0,0,1,1,0,0,0,0,17730
75204,0,0,1,0,0,1,0,0,17731
75205,0,0,2,0,0,2,133,0,16830
75206,0,0,2,0,0,2,133,0,16831
75207,0,0,1,1,0,1,0,0,16431
75208,0,0,1,0,0,1,0,0,16695
75209,0,0,1,0,0,0,0,0,16887
75210,0,0,0,1,0,0,0,0,16888
75211,0,0,1,0,0,1,133,0,17854
75212,0,0,1,1,0,1,0,0,17716
75213,0,0,0,1,0,0,0,0,18268
75214,0,0,1,1,0,0,0,0,16939
75215,0,0,1,0,0,1,0,0,17017
75216,0,0,1,1,0,1,0,0,15850
75217,0,0,1,0,0,1,0,0,15851
75218,0,0,2,0,0,2,0,0,17148
75219,0,19,1,0,0,1,133,0,17149
75220,0,55,1,1,0,1,0,0,16170
75221,0,0,1,0,0,0,0,0,17094
75222,0,0,0,1,0,0,0,0,17152
75223,0,0,1,0,0,1,0,0,16747
75224,0,0,1,0,0,0,0,0,16559
75225,0,40,2,0,0,2,0,0,17284
75226,0,32,1,1,12,1,0,0,17286
75227,0,0,1,0,0,1,0,0,17034
75228,0,0,2,0,15,0,0,0,16393
75229,0,0,2,0,15,0,0,0,17153
75230,0,0,1,1,0,0,0,0,17154
75231,0,0,1,0,0,1,0,0,16748
75232,0,0,1,0,0,1,0,0,16671
75234,0,19,2,0,0,2,133,0,17260
75235,0,0,1,0,0,1,0,0,17035
75236,0,32,1,0,12,1,0,0,16740
75237,0,0,1,0,0,1,0,0,17019
75238,0,0,1,0,0,1,0,0,16762
75239,0,0,1,0,0,1,0,0,17737
75240,0,0,1,1,0,1,133,0,18146
75241,0,0,1,0,0,1,0,0,18147
75242,0,0,3,0,0,2,0,0,16775
75243,0,0,1,0,0,1,133,0,16244
75244,0,0,1,2,0,1,0,0,16867
75245,0,0,1,0,0,1,0,0,16868
75246,0,0,1,1,0,1,133,0,16881
75247,0,0,1,0,0,1,0,0,17355
75249,0,0,1,0,0,1,133,0,17314
75250,0,36,2,0,0,0,0,0,17315
75251,0,0,2,0,0,2,0,0,17156
75252,0,0,1,0,11,1,0,0,17165
75253,0,0,3,0,0,2,0,0,16778
75254,0,0,0,0,21,0,0,0,16058
75255,0,571,1,0,0,1,133,0,16914
75256,0,0,0,1,0,0,0,0,16916
75257,0,99,0,1,0,0,0,0,16889
75258,0,0,1,0,0,1,133,0,16355
75259,0,0,1,1,0,1,0,0,16587
75262,0,0,3,0,0,2,0,0,16780
75263,0,0,1,1,0,1,133,0,16561
75264,0,99,1,1,0,0,0,0,16893
75265,0,99,1,1,0,0,0,0,16895
75266,0,0,1,0,0,1,133,0,17951
75267,0,0,1,0,0,2,0,0,18500
75268,0,21,0,0,0,0,0,0,18501
75269,0,0,1,0,0,0,0,0,17086
75270,0,0,1,0,0,0,0,0,17087
75271,0,0,1,0,0,0,0,0,17088
75272,0,0,1,0,0,1,0,0,19201
75273,0,0,0,1,0,0,0,0,17961
75274,0,0,0,0,21,0,0,0,17454
75275,0,11,0,0,0,0,0,0,18234
75277,0,0,1,4,0,0,0,0,17196
75278,0,0,1,2,0,1,133,0,17862
75279,0,0,1,2,0,1,133,0,17937
75280,0,65,2,0,0,2,133,0,17198
75281,0,0,1,1,0,1,0,0,17503
75282,0,0,1,0,0,0,0,0,18582
75283,0,0,1,0,0,0,0,0,17669
75284,0,0,0,2,0,0,0,0,18159
75285,0,0,1,0,0,0,0,0,18276
75286,0,85,2,0,12,2,0,0,18144
75287,0,32,0,0,12,0,0,0,17500
75288,0,0,0,0,21,0,0,0,17456
75289,0,0,0,1,0,0,0,0,17038
75290,0,0,1,0,0,0,0,0,18578
75291,0,0,1,0,0,0,0,0,18588
75292,0,0,1,0,0,1,133,0,17852
75293,0,0,1,2,0,1,0,0,18502
75294,0,0,1,0,0,1,0,0,17360
75296,0,0,1,0,0,0,0,0,18211
75297,0,19,1,0,0,1,0,0,17492
75298,0,0,1,0,0,1,133,0,17843
75299,0,571,1,0,0,1,133,0,17402
75300,0,0,0,0,21,0,0,0,17464
75301,0,571,1,0,0,1,133,0,17401
75302,0,0,1,0,0,1,0,0,17436
75303,0,0,1,1,11,1,0,0,18118
75304,0,0,1,0,0,1,133,0,17851
75305,0,2,1,0,0,1,0,0,17631
75306,0,0,0,0,21,0,0,0,17465
75307,0,0,2,0,0,2,0,0,17470
75308,0,0,1,0,0,1,133,0,17921
75309,0,0,1,0,0,1,133,0,17922
75310,0,0,1,0,0,1,133,0,17923
75311,0,99,1,1,0,0,0,0,16891
75312,0,0,0,0,0,1,133,0,18220
75313,0,0,0,0,21,0,0,0,17463
75314,0,0,1,4,0,0,0,0,16401
75315,0,11,0,0,0,0,0,0,18124
75316,0,0,0,0,0,0,11,0,18125
75317,0,0,1,0,0,1,0,0,17399
75318,0,0,1,0,0,1,0,0,17466
75319,0,0,1,0,0,1,0,0,17467
75320,0,19,2,0,0,2,133,0,17256
75321,0,19,2,0,0,2,133,0,17257
75322,0,19,2,0,0,2,133,0,17259
75323,0,99,1,1,0,1,0,0,16430
75325,0,0,1,0,0,0,0,0,17496
75326,0,0,1,0,0,0,0,0,18091
75327,0,0,2,0,15,0,0,0,17504
75328,0,0,2,0,0,0,0,0,18107
75329,0,0,1,0,0,0,0,0,18217
75330,0,0,2,0,0,0,0,0,16433
75331,0,0,1,1,0,1,133,0,18137
75332,0,32,1,1,9,1,0,0,18278
75333,0,0,1,0,0,1,0,0,17582
75334,0,0,1,0,0,1,0,0,17585
75335,0,55,1,1,0,1,0,0,17633
75336,0,0,2,0,0,0,0,0,17407
75337,0,310,0,0,0,0,0,0,17565
75338,0,0,1,1,12,1,0,0,17293
75340,0,0,1,0,0,1,0,0,17642
75341,0,691,1,3,0,1,133,0,19276
75342,0,0,1,0,0,0,0,0,18081
75343,0,0,1,0,0,0,0,0,18082
75344,0,50,1,0,0,1,133,0,17294
75345,0,0,1,1,0,1,0,0,18099
75346,0,19,2,0,0,2,133,0,17253
75347,0,0,1,1,0,0,0,0,17510
75348,0,0,1,4,0,0,0,0,17511
75349,0,651,1,0,0,1,133,0,18867
75350,0,651,1,0,0,1,133,0,18868
75351,0,0,2,0,0,0,0,0,18090
75352,0,0,1,0,0,0,0,0,16982
75354,0,0,1,0,0,1,0,0,16635
75355,0,0,1,3,0,1,0,0,18270
75356,0,0,1,0,0,0,0,0,19199
75357,0,0,1,0,0,1,0,0,19200
75358,0,0,1,0,0,1,0,0,17403
75359,0,0,1,0,0,1,0,0,17404
75360,0,0,1,0,0,0,133,0,18105
75361,0,0,0,4,0,0,0,0,16468
75362,0,0,3,1,0,2,0,0,17734
75363,0,0,0,0,21,0,0,0,17453
75365,0,99,1,1,0,0,0,0,17543
75367,0,0,1,0,0,0,0,0,18204
75368,0,0,1,0,0,1,133,0,17953
75369,0,0,1,1,0,1,133,0,18100
75370,0,0,0,0,21,0,0,0,17458
75371,0,0,1,0,0,0,0,0,18205
75372,0,0,2,0,0,0,0,0,18206
75373,0,0,0,2,0,0,0,0,17085
75374,0,0,0,0,21,0,0,0,17455
75375,0,651,1,0,0,1,133,0,17877
75376,0,1133,1,1,0,1,133,0,17391
75377,0,0,1,1,9,1,0,0,16838
75378,0,0,1,0,0,0,0,0,17091
75379,0,0,1,0,0,0,0,0,17092
75380,0,0,1,0,0,1,0,0,17715
75381,0,0,1,1,0,1,133,0,16877
75382,0,0,0,0,0,2,0,0,16795
75383,0,11,0,0,0,0,0,0,18232
75384,0,0,1,1,0,1,0,0,16799
75385,0,19,1,1,0,1,133,0,16804
75386,0,32,1,1,9,1,0,0,18327
75387,0,0,1,0,0,0,0,0,17097
75388,0,0,1,2,0,1,133,0,17771
75389,0,0,1,1,0,1,133,0,17243
75390,0,0,1,2,0,1,0,0,17213
75391,0,0,1,2,0,1,0,0,17227
75392,0,0,1,0,0,1,133,0,17228
75393,0,0,1,0,0,1,0,0,17023
75394,0,0,1,0,0,0,0,0,17093
75395,0,0,1,0,0,0,0,0,17095
75396,0,0,0,0,0,0,133,0,18153
75397,0,1,0,0,0,0,0,0,17448
75398,0,0,1,0,0,0,133,0,18826
75399,0,0,1,1,0,1,133,0,17238
75400,0,1,0,0,0,0,0,0,18307
75401,0,0,0,0,11,0,0,0,18328
75402,0,0,0,1,17,0,0,0,16707
75403,0,11,0,0,0,0,0,0,18233
75404,0,0,1,2,11,1,133,0,18223
75405,0,20,1,1,0,1,133,0,17177
75406,0,59,0,0,0,0,0,0,18140
75407,0,0,0,0,0,0,11,0,18141
75408,0,0,2,0,15,0,0,0,18202
75409,0,32,1,0,12,0,0,0,17308
75410,0,0,2,0,12,2,0,0,18103
75411,0,0,1,0,0,0,0,0,18104
75412,0,0,0,1,17,0,0,0,16708
75413,0,0,0,1,0,0,0,0,16711
75414,0,36,0,3,0,0,0,0,17230
75415,0,0,1,1,11,1,0,0,19496
75417,0,0,1,1,0,1,0,0,18101
75418,0,0,1,1,0,1,133,0,16864
75419,0,99,1,0,1,1,0,0,17405
75420,0,0,1,1,0,1,0,0,17883
75422,0,0,0,0,0,0,133,0,17670
75423,0,36,1,2,0,1,0,0,17820
75424,0,18,1,4,0,1,0,0,16866
75425,0,0,1,4,0,0,0,0,17292
75426,0,84,1,0,0,1,133,0,17752
75427,0,0,1,0,0,1,133,0,17727
75428,0,0,1,0,0,1,133,0,17313
75429,0,0,2,0,0,2,0,0,17963
75430,0,0,1,0,0,0,133,0,18111
75431,0,0,1,4,0,0,0,0,18077
75432,0,0,1,1,0,1,0,0,17116
75433,0,0,1,4,0,1,0,0,17197
75434,0,19,2,0,0,2,133,0,17255
75436,0,0,2,0,15,0,0,0,18106
75437,0,0,1,0,0,0,0,0,18092
75438,0,0,1,0,12,1,0,0,18093
75439,0,0,2,0,0,2,0,0,17307
75440,0,0,1,0,0,0,0,0,18086
75441,0,0,1,0,0,2,133,0,26187
75442,0,0,2,0,0,2,133,0,16828
75443,0,0,1,1,0,1,133,0,16882
75444,0,0,1,0,0,1,0,0,16685
75445,0,0,1,0,0,1,133,0,17312
75446,0,0,1,0,0,0,0,0,17089
75447,0,0,2,0,0,2,0,0,18070
75448,0,0,0,1,0,0,0,0,16884
75449,0,0,1,3,0,1,0,0,18151
75450,0,531,1,1,0,1,133,0,17329
75451,0,0,1,2,0,1,0,0,17105
75452,0,0,1,0,0,0,0,0,17090
75453,0,0,2,0,15,0,0,0,18078
75454,0,0,2,1,0,2,133,0,17364
75455,0,0,1,0,0,1,0,0,17366
75456,0,0,1,0,0,1,0,0,17934
75457,0,0,1,0,0,1,0,0,17935
75458,0,0,1,2,0,1,0,0,16336
75459,0,0,1,0,0,1,0,0,17026
75460,0,19,1,0,0,1,133,0,17194
75461,0,0,1,0,0,1,133,0,17195
75462,0,1,0,0,0,0,0,0,18308
75463,0,0,1,1,0,0,0,0,17506
75464,0,0,1,0,0,1,0,0,17024
75465,0,0,1,1,0,0,0,0,18088
75466,0,0,1,0,0,0,0,0,18138
75467,0,0,0,0,21,0,0,0,17229
75468,0,0,1,4,0,0,0,0,18197
75469,0,0,1,0,0,1,0,0,19492
75471,0,0,1,0,0,0,0,0,18084
75472,0,0,1,0,0,1,0,0,17029
75473,0,0,1,0,0,0,133,0,17509
75474,0,0,1,4,0,0,0,0,18203
75475,0,0,1,0,0,1,0,0,22189
75476,0,0,1,0,0,1,0,0,22798
75477,0,633,1,1,0,1,133,0,17925
75478,0,0,1,0,0,1,0,0,17471
75479,0,0,1,0,0,1,0,0,17472
75480,0,1133,1,1,0,1,133,0,16857
75481,0,0,1,0,0,0,0,0,18085
75482,0,11,0,0,0,0,0,0,18071
75483,0,0,1,0,0,1,133,0,17919
75484,0,0,1,0,0,1,133,0,17920
75485,0,0,1,0,0,1,0,0,17473
75486,0,0,1,0,0,1,0,0,17025
75488,0,531,1,1,0,1,133,0,16811
75489,0,0,1,0,0,1,0,0,17022
75490,0,0,0,2,0,0,0,0,17505
75491,0,0,1,0,0,0,0,0,16921
75492,0,531,1,1,0,1,133,0,16810
75493,0,0,1,0,0,1,0,0,19269
75494,0,0,1,0,0,0,0,0,18625
75495,0,0,1,0,0,0,0,0,18626
75496,0,0,1,0,0,0,0,0,18627
75497,0,0,1,0,0,1,0,0,17477
75498,0,0,1,0,0,1,0,0,17478
75499,0,0,1,0,0,1,0,0,17479
75500,0,0,0,0,0,0,133,0,18390
75501,0,0,1,0,0,1,133,0,18392
75502,0,39,0,0,0,0,0,0,18309
75503,0,0,1,0,0,0,0,0,18817
75504,0,0,1,2,0,1,0,0,19251
75505,0,0,1,1,0,1,0,0,20656
75506,0,671,1,0,0,1,133,0,19236
75507,0,671,1,0,0,1,133,0,19238
75508,0,0,3,0,0,2,133,0,18545
75509,0,0,1,0,0,1,0,0,17616
75510,0,671,1,0,0,1,133,0,19240
75511,0,0,1,0,0,1,0,0,19204
75512,0,0,1,1,0,1,0,0,18708
75513,0,0,1,0,0,0,0,0,18573
75514,0,0,1,0,0,1,0,0,18432
75515,0,0,1,0,0,1,0,0,17480
75516,0,0,1,0,0,1,0,0,17592
75517,0,0,1,0,0,1,0,0,17593
75518,0,0,1,0,0,1,133,0,19304
75519,0,0,1,0,0,1,133,0,19305
75520,0,0,1,0,0,0,0,0,18592
75521,0,0,1,0,0,0,0,0,18593
75522,0,0,3,0,0,2,133,0,18651
75523,0,0,2,0,0,2,0,0,17685
